"Country"	"variable"	"value"	"Year"
"Singapore"	"Adult population - BMI 35-40 (thousands)"	34,5	"2014"
"Slovakia"	"Adult population - BMI 35-40 (thousands)"	185,1	"2014"
"Slovenia"	"Adult population - BMI 35-40 (thousands)"	68,7	"2014"
"Solomon Islands"	"Adult population - BMI 35-40 (thousands)"	10,1	"2014"
"South Africa"	"Adult population - BMI 35-40 (thousands)"	2300,6	"2014"
"South Korea"	"Adult population - BMI 35-40 (thousands)"	179,7	"2014"
"Spain"	"Adult population - BMI 35-40 (thousands)"	1835,7	"2014"
"Sri Lanka"	"Adult population - BMI 35-40 (thousands)"	143,9	"2014"
"Sudan"	"Adult population - BMI 35-40 (thousands)"	278,1	"2014"
"Suriname"	"Adult population - BMI 35-40 (thousands)"	21,2	"2014"
"Swaziland"	"Adult population - BMI 35-40 (thousands)"	26	"2014"
"Sweden"	"Adult population - BMI 35-40 (thousands)"	311,9	"2014"
"Switzerland"	"Adult population - BMI 35-40 (thousands)"	258,8	"2014"
"Syria"	"Adult population - BMI 35-40 (thousands)"	474,8	"2014"
"Tajikistan"	"Adult population - BMI 35-40 (thousands)"	111,1	"2014"
"Tanzania"	"Adult population - BMI 35-40 (thousands)"	280,2	"2014"
"Thailand"	"Adult population - BMI 35-40 (thousands)"	853,8	"2014"
"Timor-Leste"	"Adult population - BMI 35-40 (thousands)"	1,4	"2014"
"Togo"	"Adult population - BMI 35-40 (thousands)"	46,4	"2014"
"Tonga"	"Adult population - BMI 35-40 (thousands)"	8,2	"2014"
"Trinidad and Tobago"	"Adult population - BMI 35-40 (thousands)"	69,8	"2014"
"Tunisia"	"Adult population - BMI 35-40 (thousands)"	421,6	"2014"
"Turkey"	"Adult population - BMI 35-40 (thousands)"	3484,1	"2014"
"Turkmenistan"	"Adult population - BMI 35-40 (thousands)"	141,4	"2014"
"Uganda"	"Adult population - BMI 35-40 (thousands)"	100,7	"2014"
"Ukraine"	"Adult population - BMI 35-40 (thousands)"	1587,1	"2014"
"United Arab Emirates"	"Adult population - BMI 35-40 (thousands)"	517,7	"2014"
"United Kingdom"	"Adult population - BMI 35-40 (thousands)"	3227,4	"2014"
"United States"	"Adult population - BMI 35-40 (thousands)"	21055,3	"2014"
"Uruguay"	"Adult population - BMI 35-40 (thousands)"	165,1	"2014"
"Uzbekistan"	"Adult population - BMI 35-40 (thousands)"	597,5	"2014"
"Vanuatu"	"Adult population - BMI 35-40 (thousands)"	6,9	"2014"
"Venezuela, RB"	"Adult population - BMI 35-40 (thousands)"	1139,4	"2014"
"Viet Nam"	"Adult population - BMI 35-40 (thousands)"	162,6	"2014"
"Yemen, Rep."	"Adult population - BMI 35-40 (thousands)"	307,1	"2014"
"Zambia"	"Adult population - BMI 35-40 (thousands)"	112,7	"2014"
"Zimbabwe"	"Adult population - BMI 35-40 (thousands)"	204,6	"2014"
"World"	"Adult population - BMI 35-40 (thousands)"	120831,3	"2014"
"Afghanistan"	"Adult population - BMI > 40 (thousands)"	13,3	"2014"
"Albania"	"Adult population - BMI > 40 (thousands)"	14,7	"2014"
"Algeria"	"Adult population - BMI > 40 (thousands)"	422,1	"2014"
"Angola"	"Adult population - BMI > 40 (thousands)"	56,1	"2014"
"Antigua and Barbuda"	"Adult population - BMI > 40 (thousands)"	2,9	"2014"
"Argentina"	"Adult population - BMI > 40 (thousands)"	685,5	"2014"
"Armenia"	"Adult population - BMI > 40 (thousands)"	32,9	"2014"
"Australia"	"Adult population - BMI > 40 (thousands)"	577,2	"2014"
"Austria"	"Adult population - BMI > 40 (thousands)"	92,9	"2014"
"Azerbaijan"	"Adult population - BMI > 40 (thousands)"	130,9	"2014"
"Bahamas, The"	"Adult population - BMI > 40 (thousands)"	13	"2014"
"Bahrain"	"Adult population - BMI > 40 (thousands)"	21,2	"2014"
"Bangladesh"	"Adult population - BMI > 40 (thousands)"	95,1	"2014"
"Barbados"	"Adult population - BMI > 40 (thousands)"	9,3	"2014"
"Belarus"	"Adult population - BMI > 40 (thousands)"	133,9	"2014"
"Belgium"	"Adult population - BMI > 40 (thousands)"	106,2	"2014"
"Belize"	"Adult population - BMI > 40 (thousands)"	6,4	"2014"
"Benin"	"Adult population - BMI > 40 (thousands)"	52,6	"2014"
"Bhutan"	"Adult population - BMI > 40 (thousands)"	0,9	"2014"
"Bolivia"	"Adult population - BMI > 40 (thousands)"	66,6	"2014"
"Bosnia and Herzegovina"	"Adult population - BMI > 40 (thousands)"	20,1	"2014"
"Botswana"	"Adult population - BMI > 40 (thousands)"	34,9	"2014"
"Brazil"	"Adult population - BMI > 40 (thousands)"	2000,7	"2014"
"Brunei Darussalam"	"Adult population - BMI > 40 (thousands)"	4,7	"2014"
"Bulgaria"	"Adult population - BMI > 40 (thousands)"	65,7	"2014"
"Burkina Faso"	"Adult population - BMI > 40 (thousands)"	42,9	"2014"
"Burundi"	"Adult population - BMI > 40 (thousands)"	10	"2014"
"Cabo Verde"	"Adult population - BMI > 40 (thousands)"	4,3	"2014"
"Cambodia"	"Adult population - BMI > 40 (thousands)"	9,3	"2014"
"Cameroon"	"Adult population - BMI > 40 (thousands)"	132,9	"2014"
"Canada"	"Adult population - BMI > 40 (thousands)"	976,3	"2014"
"Central African Republic"	"Adult population - BMI > 40 (thousands)"	4,9	"2014"
"Chad"	"Adult population - BMI > 40 (thousands)"	44,6	"2014"
"Chile"	"Adult population - BMI > 40 (thousands)"	343,8	"2014"
"China"	"Adult population - BMI > 40 (thousands)"	1566,9	"2014"
"Colombia"	"Adult population - BMI > 40 (thousands)"	372,4	"2014"
"Comoros"	"Adult population - BMI > 40 (thousands)"	1,9	"2014"
"Congo, Rep."	"Adult population - BMI > 40 (thousands)"	11,8	"2014"
"Costa Rica"	"Adult population - BMI > 40 (thousands)"	75,7	"2014"
"Cote d'Ivoire"	"Adult population - BMI > 40 (thousands)"	100,9	"2014"
"Croatia"	"Adult population - BMI > 40 (thousands)"	37,8	"2014"
"Cuba"	"Adult population - BMI > 40 (thousands)"	268,5	"2014"
"Cyprus"	"Adult population - BMI > 40 (thousands)"	17,6	"2014"
"Czech Republic"	"Adult population - BMI > 40 (thousands)"	120,5	"2014"
"Congo, Dem. Rep."	"Adult population - BMI > 40 (thousands)"	98,7	"2014"
"Denmark"	"Adult population - BMI > 40 (thousands)"	50	"2014"
"Djibouti"	"Adult population - BMI > 40 (thousands)"	3	"2014"
"Dominican Republic"	"Adult population - BMI > 40 (thousands)"	168	"2014"
"Ecuador"	"Adult population - BMI > 40 (thousands)"	107,9	"2014"
"Egypt, Arab Rep."	"Adult population - BMI > 40 (thousands)"	2196,4	"2014"
"El Salvador"	"Adult population - BMI > 40 (thousands)"	63,2	"2014"
"Equatorial Guinea"	"Adult population - BMI > 40 (thousands)"	5,9	"2014"
"Eritrea"	"Adult population - BMI > 40 (thousands)"	3,7	"2014"
"Estonia"	"Adult population - BMI > 40 (thousands)"	14,6	"2014"
"Ethiopia"	"Adult population - BMI > 40 (thousands)"	68,3	"2014"
"Fiji"	"Adult population - BMI > 40 (thousands)"	17,1	"2014"
"Finland"	"Adult population - BMI > 40 (thousands)"	58,2	"2014"
"France"	"Adult population - BMI > 40 (thousands)"	665,9	"2014"
"Gabon"	"Adult population - BMI > 40 (thousands)"	8,8	"2014"
"Gambia, The"	"Adult population - BMI > 40 (thousands)"	8,9	"2014"
"Georgia"	"Adult population - BMI > 40 (thousands)"	57,6	"2014"
"Germany"	"Adult population - BMI > 40 (thousands)"	934,5	"2014"
"Ghana"	"Adult population - BMI > 40 (thousands)"	284,1	"2014"
"Greece"	"Adult population - BMI > 40 (thousands)"	162	"2014"
"Grenada"	"Adult population - BMI > 40 (thousands)"	2,2	"2014"
"Guatemala"	"Adult population - BMI > 40 (thousands)"	124,5	"2014"
"Guinea"	"Adult population - BMI > 40 (thousands)"	34,4	"2014"
"Guinea-Bissau"	"Adult population - BMI > 40 (thousands)"	6,6	"2014"
"Guyana"	"Adult population - BMI > 40 (thousands)"	14,5	"2014"
"Haiti"	"Adult population - BMI > 40 (thousands)"	62,6	"2014"
"Honduras"	"Adult population - BMI > 40 (thousands)"	60,9	"2014"
"Hungary"	"Adult population - BMI > 40 (thousands)"	100,5	"2014"
"Iceland"	"Adult population - BMI > 40 (thousands)"	2,7	"2014"
"India"	"Adult population - BMI > 40 (thousands)"	773,7	"2014"
"Indonesia"	"Adult population - BMI > 40 (thousands)"	482,4	"2014"
"Iran, Islamic Rep."	"Adult population - BMI > 40 (thousands)"	730,5	"2014"
"Iraq"	"Adult population - BMI > 40 (thousands)"	256,4	"2014"
"Ireland"	"Adult population - BMI > 40 (thousands)"	95,5	"2014"
"Israel"	"Adult population - BMI > 40 (thousands)"	88,4	"2014"
"Italy"	"Adult population - BMI > 40 (thousands)"	594,8	"2014"
"Jamaica"	"Adult population - BMI > 40 (thousands)"	66,8	"2014"
"Japan"	"Adult population - BMI > 40 (thousands)"	0	"2014"
"Jordan"	"Adult population - BMI > 40 (thousands)"	148	"2014"
"Kazakhstan"	"Adult population - BMI > 40 (thousands)"	274,5	"2014"
"Kenya"	"Adult population - BMI > 40 (thousands)"	139,6	"2014"
"Kiribati"	"Adult population - BMI > 40 (thousands)"	3,8	"2014"
"Kuwait"	"Adult population - BMI > 40 (thousands)"	114,5	"2014"
"Kyrgyz Republic"	"Adult population - BMI > 40 (thousands)"	32,1	"2014"
"Lao PDR"	"Adult population - BMI > 40 (thousands)"	3,6	"2014"
"Latvia"	"Adult population - BMI > 40 (thousands)"	30,2	"2014"
"Lebanon"	"Adult population - BMI > 40 (thousands)"	86,6	"2014"
"Lesotho"	"Adult population - BMI > 40 (thousands)"	26,3	"2014"
"Liberia"	"Adult population - BMI > 40 (thousands)"	19,7	"2014"
"Libya"	"Adult population - BMI > 40 (thousands)"	112,9	"2014"
"Lithuania"	"Adult population - BMI > 40 (thousands)"	54,2	"2014"
"Luxembourg"	"Adult population - BMI > 40 (thousands)"	5,8	"2014"
"Macedonia, FYR"	"Adult population - BMI > 40 (thousands)"	14,3	"2014"
"Madagascar"	"Adult population - BMI > 40 (thousands)"	27,8	"2014"
"Malawi"	"Adult population - BMI > 40 (thousands)"	25,7	"2014"
"Malaysia"	"Adult population - BMI > 40 (thousands)"	255,4	"2014"
"Maldives"	"Adult population - BMI > 40 (thousands)"	0,9	"2014"
"Mali"	"Adult population - BMI > 40 (thousands)"	57,5	"2014"
"Malta"	"Adult population - BMI > 40 (thousands)"	8,4	"2014"
"Mauritania"	"Adult population - BMI > 40 (thousands)"	25,5	"2014"
"Mauritius"	"Adult population - BMI > 40 (thousands)"	15,4	"2014"
"Mexico"	"Adult population - BMI > 40 (thousands)"	2131,8	"2014"
"Micronesia, Fed. Sts."	"Adult population - BMI > 40 (thousands)"	4,6	"2014"
"Moldova"	"Adult population - BMI > 40 (thousands)"	37,8	"2014"
"Mongolia"	"Adult population - BMI > 40 (thousands)"	16,9	"2014"
"Montenegro"	"Adult population - BMI > 40 (thousands)"	4,5	"2014"
"Morocco"	"Adult population - BMI > 40 (thousands)"	366	"2014"
"Mozambique"	"Adult population - BMI > 40 (thousands)"	31,4	"2014"
"Myanmar"	"Adult population - BMI > 40 (thousands)"	68,4	"2014"
"Namibia"	"Adult population - BMI > 40 (thousands)"	26	"2014"
"Nepal"	"Adult population - BMI > 40 (thousands)"	8,3	"2014"
"Netherlands"	"Adult population - BMI > 40 (thousands)"	118,4	"2014"
"New Zealand"	"Adult population - BMI > 40 (thousands)"	129,4	"2014"
"Nicaragua"	"Adult population - BMI > 40 (thousands)"	65,8	"2014"
"Niger"	"Adult population - BMI > 40 (thousands)"	34	"2014"
"Nigeria"	"Adult population - BMI > 40 (thousands)"	1209,2	"2014"
"Norway"	"Adult population - BMI > 40 (thousands)"	77,7	"2014"
"Oman"	"Adult population - BMI > 40 (thousands)"	75,7	"2014"
"Pakistan"	"Adult population - BMI > 40 (thousands)"	347,4	"2014"
"Panama"	"Adult population - BMI > 40 (thousands)"	64,2	"2014"
"Papua New Guinea"	"Adult population - BMI > 40 (thousands)"	54	"2014"
"Paraguay"	"Adult population - BMI > 40 (thousands)"	53,7	"2014"
"Peru"	"Adult population - BMI > 40 (thousands)"	196	"2014"
"Philippines"	"Adult population - BMI > 40 (thousands)"	171,6	"2014"
"Poland"	"Adult population - BMI > 40 (thousands)"	426,7	"2014"
"Portugal"	"Adult population - BMI > 40 (thousands)"	86	"2014"
"Qatar"	"Adult population - BMI > 40 (thousands)"	77	"2014"
"Romania"	"Adult population - BMI > 40 (thousands)"	190,1	"2014"
"Russian Federation"	"Adult population - BMI > 40 (thousands)"	2110,2	"2014"
"Rwanda"	"Adult population - BMI > 40 (thousands)"	11,9	"2014"
"St. Lucia"	"Adult population - BMI > 40 (thousands)"	4,7	"2014"
"St. Vincent and the Grenadines"	"Adult population - BMI > 40 (thousands)"	2,2	"2014"
"Samoa"	"Adult population - BMI > 40 (thousands)"	9,6	"2014"
"Sao Tome and Principe"	"Adult population - BMI > 40 (thousands)"	1,5	"2014"
"Saudi Arabia"	"Adult population - BMI > 40 (thousands)"	798	"2014"
"Senegal"	"Adult population - BMI > 40 (thousands)"	76,3	"2014"
"Serbia"	"Adult population - BMI > 40 (thousands)"	63,4	"2014"
"Seychelles"	"Adult population - BMI > 40 (thousands)"	1,9	"2014"
"Sierra Leone"	"Adult population - BMI > 40 (thousands)"	32,7	"2014"
"Singapore"	"Adult population - BMI > 40 (thousands)"	4,3	"2014"
"Slovakia"	"Adult population - BMI > 40 (thousands)"	41,6	"2014"
"Slovenia"	"Adult population - BMI > 40 (thousands)"	16,8	"2014"
"Solomon Islands"	"Adult population - BMI > 40 (thousands)"	4,2	"2014"
"South Africa"	"Adult population - BMI > 40 (thousands)"	1756,6	"2014"
"South Korea"	"Adult population - BMI > 40 (thousands)"	0	"2014"
"Spain"	"Adult population - BMI > 40 (thousands)"	642,5	"2014"
"Sri Lanka"	"Adult population - BMI > 40 (thousands)"	57,2	"2014"
"Sudan"	"Adult population - BMI > 40 (thousands)"	67,1	"2014"
"Suriname"	"Adult population - BMI > 40 (thousands)"	12,2	"2014"
"Swaziland"	"Adult population - BMI > 40 (thousands)"	16,8	"2014"
"Sweden"	"Adult population - BMI > 40 (thousands)"	90,4	"2014"
"Switzerland"	"Adult population - BMI > 40 (thousands)"	78,8	"2014"
"Syria"	"Adult population - BMI > 40 (thousands)"	200,7	"2014"
"Tajikistan"	"Adult population - BMI > 40 (thousands)"	36,3	"2014"
"Tanzania"	"Adult population - BMI > 40 (thousands)"	116,9	"2014"
"Thailand"	"Adult population - BMI > 40 (thousands)"	284,2	"2014"
"Timor-Leste"	"Adult population - BMI > 40 (thousands)"	0,3	"2014"
"Togo"	"Adult population - BMI > 40 (thousands)"	30,8	"2014"
"Tonga"	"Adult population - BMI > 40 (thousands)"	5,2	"2014"
"Trinidad and Tobago"	"Adult population - BMI > 40 (thousands)"	48,3	"2014"
"Tunisia"	"Adult population - BMI > 40 (thousands)"	156,7	"2014"
"Turkey"	"Adult population - BMI > 40 (thousands)"	1458,8	"2014"
"Turkmenistan"	"Adult population - BMI > 40 (thousands)"	47,3	"2014"
"Uganda"	"Adult population - BMI > 40 (thousands)"	38,6	"2014"
"Ukraine"	"Adult population - BMI > 40 (thousands)"	551,9	"2014"
"United Arab Emirates"	"Adult population - BMI > 40 (thousands)"	202,1	"2014"
"United Kingdom"	"Adult population - BMI > 40 (thousands)"	1464,3	"2014"
"United States"	"Adult population - BMI > 40 (thousands)"	15859,9	"2014"
"Uruguay"	"Adult population - BMI > 40 (thousands)"	70	"2014"
"Uzbekistan"	"Adult population - BMI > 40 (thousands)"	225	"2014"
"Vanuatu"	"Adult population - BMI > 40 (thousands)"	3,6	"2014"
"Venezuela, RB"	"Adult population - BMI > 40 (thousands)"	356,4	"2014"
"Viet Nam"	"Adult population - BMI > 40 (thousands)"	0	"2014"
"Yemen, Rep."	"Adult population - BMI > 40 (thousands)"	106,5	"2014"
"Zambia"	"Adult population - BMI > 40 (thousands)"	41	"2014"
"Zimbabwe"	"Adult population - BMI > 40 (thousands)"	126,6	"2014"
"World"	"Adult population - BMI > 40 (thousands)"	52164,6	"2014"
"Afghanistan"	"Total Adult Population (thousands)"	20630	"2025"
"Albania"	"Total Adult Population (thousands)"	2242	"2025"
"Algeria"	"Total Adult Population (thousands)"	29271	"2025"
"Angola"	"Total Adult Population (thousands)"	14808	"2025"
"Antigua and Barbuda"	"Total Adult Population (thousands)"	69	"2025"
"Argentina"	"Total Adult Population (thousands)"	32786	"2025"
"Armenia"	"Total Adult Population (thousands)"	2289	"2025"
"Australia"	"Total Adult Population (thousands)"	20222	"2025"
"Austria"	"Total Adult Population (thousands)"	7097	"2025"
"Azerbaijan"	"Total Adult Population (thousands)"	7428	"2025"
"Bahamas, The"	"Total Adult Population (thousands)"	314	"2025"
"Bahrain"	"Total Adult Population (thousands)"	1181	"2025"
"Bangladesh"	"Total Adult Population (thousands)"	119148	"2025"
"Barbados"	"Total Adult Population (thousands)"	220	"2025"
"Belarus"	"Total Adult Population (thousands)"	7070	"2025"
"Belgium"	"Total Adult Population (thousands)"	9143	"2025"
"Belize"	"Total Adult Population (thousands)"	273	"2025"
"Benin"	"Total Adult Population (thousands)"	7010	"2025"
"Bhutan"	"Total Adult Population (thousands)"	590	"2025"
"Bolivia"	"Total Adult Population (thousands)"	7651	"2025"
"Bosnia and Herzegovina"	"Total Adult Population (thousands)"	3033	"2025"
"Botswana"	"Total Adult Population (thousands)"	1621	"2025"
"Brazil"	"Total Adult Population (thousands)"	164137	"2025"
"Brunei Darussalam"	"Total Adult Population (thousands)"	347	"2025"
"Bulgaria"	"Total Adult Population (thousands)"	5295	"2025"
"Burkina Faso"	"Total Adult Population (thousands)"	11039	"2025"
"Burundi"	"Total Adult Population (thousands)"	6853	"2025"
"Cabo Verde"	"Total Adult Population (thousands)"	377	"2025"
"Cambodia"	"Total Adult Population (thousands)"	11041	"2025"
"Cameroon"	"Total Adult Population (thousands)"	14633	"2025"
"Canada"	"Total Adult Population (thousands)"	30650	"2025"
"Central African Republic"	"Total Adult Population (thousands)"	3182	"2025"
"Chad"	"Total Adult Population (thousands)"	8324	"2025"
"Chile"	"Total Adult Population (thousands)"	14899	"2025"
"China"	"Total Adult Population (thousands)"	1106562	"2025"
"Colombia"	"Total Adult Population (thousands)"	37355	"2025"
"Comoros"	"Total Adult Population (thousands)"	511	"2025"
"Congo, Rep."	"Total Adult Population (thousands)"	2917	"2025"
"Costa Rica"	"Total Adult Population (thousands)"	3868	"2025"
"Cote d'Ivoire"	"Total Adult Population (thousands)"	13969	"2025"
"Croatia"	"Total Adult Population (thousands)"	3279	"2025"
"Cuba"	"Total Adult Population (thousands)"	9115	"2025"
"Cyprus"	"Total Adult Population (thousands)"	997	"2025"
"Czech Republic"	"Total Adult Population (thousands)"	8403	"2025"
"Congo, Dem. Rep."	"Total Adult Population (thousands)"	47458	"2025"
"Denmark"	"Total Adult Population (thousands)"	4605	"2025"
"Djibouti"	"Total Adult Population (thousands)"	612	"2025"
"Dominican Republic"	"Total Adult Population (thousands)"	7524	"2025"
"Ecuador"	"Total Adult Population (thousands)"	12104	"2025"
"Egypt, Arab Rep."	"Total Adult Population (thousands)"	64107	"2025"
"El Salvador"	"Total Adult Population (thousands)"	4343	"2025"
"Equatorial Guinea"	"Total Adult Population (thousands)"	579	"2025"
"Eritrea"	"Total Adult Population (thousands)"	3321	"2025"
"Estonia"	"Total Adult Population (thousands)"	989	"2025"
"Ethiopia"	"Total Adult Population (thousands)"	66142	"2025"
"Fiji"	"Total Adult Population (thousands)"	601	"2025"
"Finland"	"Total Adult Population (thousands)"	4420	"2025"
"France"	"Total Adult Population (thousands)"	51187	"2025"
"Gabon"	"Total Adult Population (thousands)"	1172	"2025"
"Gambia, The"	"Total Adult Population (thousands)"	1210	"2025"
"Georgia"	"Total Adult Population (thousands)"	2963	"2025"
"Germany"	"Total Adult Population (thousands)"	66035	"2025"
"Ghana"	"Total Adult Population (thousands)"	17934	"2025"
"Greece"	"Total Adult Population (thousands)"	8740	"2025"
"Grenada"	"Total Adult Population (thousands)"	74	"2025"
"Guatemala"	"Total Adult Population (thousands)"	11356	"2025"
"Guinea"	"Total Adult Population (thousands)"	8006	"2025"
"Guinea-Bissau"	"Total Adult Population (thousands)"	1174	"2025"
"Guyana"	"Total Adult Population (thousands)"	534	"2025"
"Haiti"	"Total Adult Population (thousands)"	7239	"2025"
"Honduras"	"Total Adult Population (thousands)"	5947	"2025"
"Hungary"	"Total Adult Population (thousands)"	7640	"2025"
"Iceland"	"Total Adult Population (thousands)"	264	"2025"
"India"	"Total Adult Population (thousands)"	968123	"2025"
"Indonesia"	"Total Adult Population (thousands)"	190180	"2025"
"Iran, Islamic Rep."	"Total Adult Population (thousands)"	61892	"2025"
"Iraq"	"Total Adult Population (thousands)"	24147	"2025"
"Ireland"	"Total Adult Population (thousands)"	3720	"2025"
"Israel"	"Total Adult Population (thousands)"	6133	"2025"
"Italy"	"Total Adult Population (thousands)"	49089	"2025"
"Jamaica"	"Total Adult Population (thousands)"	2030	"2025"
"Japan"	"Total Adult Population (thousands)"	102179	"2025"
"Jordan"	"Total Adult Population (thousands)"	5007	"2025"
"Kazakhstan"	"Total Adult Population (thousands)"	12454	"2025"
"Kenya"	"Total Adult Population (thousands)"	29819	"2025"
"Kiribati"	"Total Adult Population (thousands)"	73	"2025"
"Kuwait"	"Total Adult Population (thousands)"	3308	"2025"
"Kyrgyz Republic"	"Total Adult Population (thousands)"	4024	"2025"
"Lao PDR"	"Total Adult Population (thousands)"	4679	"2025"
"Latvia"	"Total Adult Population (thousands)"	1472	"2025"
"Lebanon"	"Total Adult Population (thousands)"	3998	"2025"
"Lesotho"	"Total Adult Population (thousands)"	1300	"2025"
"Liberia"	"Total Adult Population (thousands)"	2877	"2025"
"Libya"	"Total Adult Population (thousands)"	4652	"2025"
"Lithuania"	"Total Adult Population (thousands)"	2145	"2025"
